Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0906ST,`33,`614,District - Tiruchirappalli,Urban,Total,119,74,45,16,10,6,4,0,4,7,4,3,0,0,0,0,0,0,2,2,0,22,12,10,0,0,0,14,12,2,0,0,0,4,4,0,2,2,0,6,6,0,0,0,0,2,2,0,2,2,0,4,4,0,6,2,4,4,0,4,56,32,24
B0906ST,`33,`614,District - Tiruchirappalli,Urban,`5-14,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
B0906ST,`33,`614,District - Tiruchirappalli,Urban,15-34,80,49,31,12,8,4,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,16,8,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,2,0,2,2,0,6,2,4,4,0,4,44,26,18
B0906ST,`33,`614,District - Tiruchirappalli,Urban,35-59,32,20,12,4,2,2,3,0,3,3,0,3,0,0,0,0,0,0,2,2,0,6,4,2,0,0,0,6,4,2,0,0,0,4,4,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,6,2,4
B0906ST,`33,`614,District - Tiruchirappalli,Urban,60+,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`614,District - Tiruchirappalli,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Total,Total,91,37,54,77,35,42,18,2,16,128,60,68,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,12,6,6
B0906ST,`33,`615,District - Perambalur,Total,`5-14,2,0,2,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Total,15-34,41,17,24,43,19,24,10,2,8,60,28,32,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8,4,4
B0906ST,`33,`615,District - Perambalur,Total,35-59,41,17,24,31,15,16,7,0,7,57,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
B0906ST,`33,`615,District - Perambalur,Total,60+,7,3,4,2,1,1,1,0,1,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Rural,Total,51,15,36,22,8,14,18,2,16,45,15,30,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4,0
B0906ST,`33,`615,District - Perambalur,Rural,`5-14,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Rural,15-34,19,5,14,17,7,10,10,2,8,16,4,12,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4,0
B0906ST,`33,`615,District - Perambalur,Rural,35-59,26,8,18,3,1,2,7,0,7,22,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Rural,60+,5,2,3,1,0,1,1,0,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Urban,Total,40,22,18,55,27,28,0,0,0,83,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
B0906ST,`33,`615,District - Perambalur,Urban,`5-14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Urban,15-34,22,12,10,26,12,14,0,0,0,44,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
B0906ST,`33,`615,District - Perambalur,Urban,35-59,15,9,6,28,14,14,0,0,0,35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
B0906ST,`33,`615,District - Perambalur,Urban,60+,2,1,1,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`615,District - Perambalur,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`616,District - Ariyalur,Total,Total,1671,788,883,211,100,111,94,52,42,1412,678,734,84,38,46,0,0,0,76,12,64,84,40,44,0,0,0,44,28,16,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,16,4,12,62,32,30
B0906ST,`33,`616,District - Ariyalur,Total,`5-14,30,16,14,7,7,0,3,1,2,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4
B0906ST,`33,`616,District - Ariyalur,Total,15-34,643,297,346,76,33,43,29,13,16,526,243,283,28,10,18,0,0,0,30,8,22,46,22,24,0,0,0,16,12,4,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,2,8,28,16,12
B0906ST,`33,`616,District - Ariyalur,Total,35-59,820,368,452,91,42,49,48,29,19,691,319,372,50,24,26,0,0,0,40,2,38,36,18,18,0,0,0,24,12,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,2,4,12,4,8
B0906ST,`33,`616,District - Ariyalur,Total,60+,178,107,71,37,18,19,14,9,5,175,104,71,6,4,2,0,0,0,6,2,4,2,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
B0906ST,`33,`616,District - Ariyalur,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`616,District - Ariyalur,Rural,Total,1635,777,858,207,98,109,94,52,42,1396,671,725,82,36,46,0,0,0,76,12,64,74,40,34,0,0,0,38,26,12,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,16,4,12,58,32,26
B0906ST,`33,`616,District - Ariyalur,Rural,`5-14,28,16,12,7,7,0,3,1,2,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2
B0906ST,`33,`616,District - Ariyalur,Rural,15-34,627,294,333,74,32,42,29,13,16,520,241,279,28,10,18,0,0,0,30,8,22,40,22,18,0,0,0,14,12,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,2,8,26,16,10
B0906ST,`33,`616,District - Ariyalur,Rural,35-59,807,363,444,91,42,49,48,29,19,684,316,368,48,22,26,0,0,0,40,2,38,34,18,16,0,0,0,22,12,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,6,2,4,12,4,8
B0906ST,`33,`616,District - Ariyalur,Rural,60+,173,104,69,35,17,18,14,9,5,172,102,70,6,4,2,0,0,0,6,2,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
B0906ST,`33,`616,District - Ariyalur,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`616,District - Ariyalur,Urban,Total,36,11,25,4,2,2,0,0,0,16,7,9,2,2,0,0,0,0,0,0,0,10,0,10,0,0,0,6,2,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
B0906ST,`33,`616,District - Ariyalur,Urban,`5-14,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`616,District - Ariyalur,Urban,15-34,16,3,13,2,1,1,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`616,District - Ariyalur,Urban,35-59,13,5,8,0,0,0,0,0,0,7,3,4,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`616,District - Ariyalur,Urban,60+,5,3,2,2,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`616,District - Ariyalur,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`617,District - Cuddalore,Total,Total,1827,1004,823,457,152,305,44,27,17,1672,819,853,120,68,52,4,4,0,48,14,34,94,50,44,2,2,0,68,46,22,0,0,0,60,28,32,18,18,0,10,8,2,0,0,0,0,0,0,2,2,0,8,6,2,6,2,4,16,2,14,112,60,52
B0906ST,`33,`617,District - Cuddalore,Total,`5-14,42,23,19,13,3,10,0,0,0,23,12,11,2,0,2,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,10
B0906ST,`33,`617,District - Cuddalore,Total,15-34,840,484,356,213,71,142,22,11,11,723,354,369,64,38,26,2,2,0,26,10,16,56,30,26,2,2,0,40,30,10,0,0,0,26,18,8,14,14,0,6,6,0,0,0,0,0,0,0,2,2,0,4,4,0,4,2,2,12,2,10,50,30,20
B0906ST,`33,`617,District - Cuddalore,Total,35-59,814,419,395,205,62,143,20,14,6,799,373,426,44,20,24,2,2,0,14,4,10,30,18,12,0,0,0,26,16,10,0,0,0,32,10,22,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,4,0,4,36,18,18
B0906ST,`33,`617,District - Cuddalore,Total,60+,131,78,53,26,16,10,2,2,0,127,80,47,10,10,0,0,0,0,4,0,4,6,2,4,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
B0906ST,`33,`617,District - Cuddalore,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`617,District - Cuddalore,Rural,Total,1263,593,670,259,119,140,41,25,16,1141,511,630,110,62,48,2,2,0,36,10,26,66,36,30,0,0,0,32,16,16,0,0,0,22,8,14,4,4,0,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,2,8,52,30,22
B0906ST,`33,`617,District - Cuddalore,Rural,`5-14,27,16,11,13,3,10,0,0,0,22,11,11,2,0,2,0,0,0,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
B0906ST,`33,`617,District - Cuddalore,Rural,15-34,590,280,310,119,52,67,21,11,10,494,217,277,62,36,26,0,0,0,22,6,16,36,20,16,0,0,0,22,12,10,0,0,0,10,6,4,4,4,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,8,2,6,26,14,12
B0906ST,`33,`617,District - Cuddalore,Rural,35-59,544,243,301,110,51,59,19,13,6,527,225,302,38,18,20,2,2,0,6,4,2,26,16,10,0,0,0,8,4,4,0,0,0,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,16,10,6
B0906ST,`33,`617,District - Cuddalore,Rural,60+,102,54,48,17,13,4,1,1,0,98,58,40,8,8,0,0,0,0,4,0,4,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`617,District - Cuddalore,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`617,District - Cuddalore,Urban,Total,564,411,153,198,33,165,3,2,1,531,308,223,10,6,4,2,2,0,12,4,8,28,14,14,2,2,0,36,30,6,0,0,0,38,20,18,14,14,0,6,4,2,0,0,0,0,0,0,0,0,0,8,6,2,6,2,4,6,0,6,60,30,30
B0906ST,`33,`617,District - Cuddalore,Urban,`5-14,15,7,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8
B0906ST,`33,`617,District - Cuddalore,Urban,15-34,250,204,46,94,19,75,1,0,1,229,137,92,2,2,0,2,2,0,4,4,0,20,10,10,2,2,0,18,18,0,0,0,0,16,12,4,10,10,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,4,2,2,4,0,4,24,16,8
B0906ST,`33,`617,District - Cuddalore,Urban,35-59,270,176,94,95,11,84,1,1,0,272,148,124,6,2,4,0,0,0,8,0,8,4,2,2,0,0,0,18,12,6,0,0,0,22,8,14,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,2,0,2,20,8,12
B0906ST,`33,`617,District - Cuddalore,Urban,60+,29,24,5,9,3,6,1,1,0,29,22,7,2,2,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`617,District - Cuddalore,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`618,District - Nagapattinam,Total,Total,346,188,158,63,30,33,3,3,0,248,119,129,2,2,0,0,0,0,24,10,14,26,16,10,8,8,0,4,4,0,0,0,0,26,16,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,10,0,2,0,2,30,14,16
B0906ST,`33,`618,District - Nagapattinam,Total,`5-14,5,4,1,3,3,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0
B0906ST,`33,`618,District - Nagapattinam,Total,15-34,178,101,77,20,12,8,2,2,0,102,51,51,2,2,0,0,0,0,14,8,6,14,6,8,8,8,0,4,4,0,0,0,0,18,10,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,4,4,0,2,0,2,14,6,8
B0906ST,`33,`618,District - Nagapattinam,Total,35-59,145,74,71,36,13,23,1,1,0,130,58,72,0,0,0,0,0,0,10,2,8,8,8,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,4,4,0,0,0,0,12,6,6
B0906ST,`33,`618,District - Nagapattinam,Total,60+,18,9,9,4,2,2,0,0,0,12,7,5,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,2
B0906ST,`33,`618,District - Nagapattinam,Total,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`618,District - Nagapattinam,Rural,Total,261,134,127,24,10,14,2,2,0,217,102,115,2,2,0,0,0,0,14,8,6,12,6,6,0,0,0,0,0,0,0,0,0,10,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,8,0,2,0,2,14,4,10
B0906ST,`33,`618,District - Nagapattinam,Rural,`5-14,3,2,1,2,2,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
B0906ST,`33,`618,District - Nagapattinam,Rural,15-34,129,66,63,6,2,4,2,2,0,89,42,47,2,2,0,0,0,0,10,6,4,12,6,6,0,0,0,0,0,0,0,0,0,6,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,0,2,6,0,6
B0906ST,`33,`618,District - Nagapattinam,Rural,35-59,119,61,58,13,5,8,0,0,0,114,52,62,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,4,2
B0906ST,`33,`618,District - Nagapattinam,Rural,60+,10,5,5,3,1,2,0,0,0,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0906ST,`33,`618,District - Nagapattinam,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`618,District - Nagapattinam,Urban,Total,85,54,31,39,20,19,1,1,0,31,17,14,0,0,0,0,0,0,10,2,8,14,10,4,8,8,0,4,4,0,0,0,0,16,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,10,2,2,0,0,0,0,16,10,6
B0906ST,`33,`618,District - Nagapattinam,Urban,`5-14,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
B0906ST,`33,`618,District - Nagapattinam,Urban,15-34,49,35,14,14,10,4,0,0,0,13,9,4,0,0,0,0,0,0,4,2,2,2,0,2,8,8,0,4,4,0,0,0,0,12,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,2,0,0,0,0,8,6,2
B0906ST,`33,`618,District - Nagapattinam,Urban,35-59,26,13,13,23,8,15,1,1,0,16,6,10,0,0,0,0,0,0,6,0,6,8,8,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,6,2,4
B0906ST,`33,`618,District - Nagapattinam,Urban,60+,8,4,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
B0906ST,`33,`618,District - Nagapattinam,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`619,District - Thiruvarur,Total,Total,137,74,63,24,19,5,4,0,4,97,47,50,4,0,4,0,0,0,4,4,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,2,0,2,0,0,0,4,4,0,4,4,0,2,2,0,30,24,6
B0906ST,`33,`619,District - Thiruvarur,Total,`5-14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0906ST,`33,`619,District - Thiruvarur,Total,15-34,65,34,31,10,8,2,1,0,1,48,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,14,10,4
B0906ST,`33,`619,District - Thiruvarur,Total,35-59,54,28,26,13,10,3,3,0,3,38,20,18,4,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4,0,0,0,0,0,0,0,12,10,2
